Sr no	Locus name	Minimum	Maximum	Product	Chromosome	Physical Map Position	Component SSRs	Overlaps	Duplicates
500	SB0425	24774076	24774304	228	1	24.7741			
501	Xisep0504	24774345	24774536	191	1	24.7743		0verlap with Xiabtp053	
502	Xiabtp053	24774414	24774626	212	1	24.7744		Overlap with Xisep0504	
503	SB0426	25623820	25624036	216	1	25.6238			
504	SRSC10_021	25646751	25647166	415	1	25.6468			
505	SB0428	25958898	25959063	165	1	25.9589			
506	SB0429	26094662	26094841	179	1	26.0947			
507	SB4446	26110208	26110451	243	1	26.1102			
508	SB2606	26162837	26163117	280	1	26.1628			
509	Xisep1003	26390075	26390335	260	1	26.3901			
510	SB0431	26611872	26612093	221	1	26.6119		Overlap with Xiabtp191	Not same as Xisep1005
511	Xiabtp191	26612020	26612313	293	1	26.6120		Overlap with SB0431 and Xisep1005	
512	Xisep1005	26612196	26612403	207	1	26.6122		Overlap with Xiabtp191	Not same as SB0431
513	SB0432	27014160	27014296	136	1	27.0142			
514	SB0433	27014655	27014866	211	1	27.0147			
515	SB0435	27082722	27082890	168	1	27.0827			
516	SB0436	27131546	27131738	192	1	27.1315			
517	SB0437	27133129	27133411	282	1	27.1331			
518	SB3175	27366368	27366653	285	1	27.3664			
519	Xisep1039	27497163	27497366	203	1	27.4972			
520	SB0438	27502454	27502656	202	1	27.5025			
521	SB0439	27509205	27509402	197	1	27.5092			
522	SB0440	27524082	27524378	296	1	27.5241			
523	SB0441	27568501	27568729	228	1	27.5685			
524	SRSC10_020	27673448	27673918	470	1	27.6734			
525	SB0442	27863428	27863710	282	1	27.8634			
526	SB0443	27933183	27933481	298	1	27.9332			
527	SB0444	28001249	28001450	201	1	28.0012			
528	Xiabtp090	28182708	28182914	206	1	28.1827		Overlap with SB0445	
529	SB0445	28182761	28182926	165	1	28.1828		Overlap with Xiabtp090	
530	SB0448	29096801	29097012	211	1	29.0968			
531	SB1145	29237859	29238153	294	1	29.2379			
532	SB3445	29482505	29482690	185	1	29.4825			
533	SB0449	29799419	29799683	264	1	29.7994			
534	Xisep1002	30043827	30044042	215	1	30.0438			
535	SB0450	30271949	30272173	224	1	30.2719			
536	SB0451	30845018	30845298	280	1	30.8450			
537	SB0452	31113723	31113979	256	1	31.1137			
538	SB0453	31131879	31132175	296	1	31.1319			
539	SB3244	31687093	31687382	289	1	31.6871			
540	Xisep1004	31756514	31756708	194	1	31.7565			
541	Xiabtp467	32494995	32495295	300	1	32.4950			
542	Xiabtp052	32495492	32495756	264	1	32.4955			
543	SB0454	32893668	32893954	286	1	32.8937			
544	SB0455	33662914	33663197	283	1	33.6629			
545	SB4042	38880029	38880324	295	1	38.8800			
546	SB0456	39086351	39086563	212	1	39.0864			
547	SB0457	39509711	39509979	268	1	39.5097			
548	SB3206	39559470	39559759	289	1	39.5595			
549	SRSC10_008	40666953	40667541	588	1	40.6670			
550	SB4440	40812239	40812518	279	1	40.8122			
551	SB0459	42428689	42428984	295	1	42.4287			
552	SB0460	42504821	42504932	111	1	42.5048			
553	SB2608	42915302	42915595	293	1	42.9153			
554	SB0461	43313129	43313425	296	1	43.3131			
555	SB0463	43555626	43555742	116	1	43.5556			
556	SB0464	43819175	43819417	242	1	43.8192			
557	SB0465	43821801	43821985	184	1	43.8218			
558	SB0467	43858373	43858568	195	1	43.8584			
559	SB0468	43859203	43859423	220	1	43.8592			
560	Xgpsb089	43883929	43884097	168	1	43.8839			
561	Xiabtp021	44562279	44562561	282	1	44.5623			
562	SB0471	44726390	44726685	295	1	44.7264			
563	SB2617	44882040	44882199	159	1	44.8820			
564	SRSC10_004	45052635	45052961	326	1	45.0526			
565	SB0472	45054090	45054403	313	1	45.0541			
566	SB0473	45071947	45072208	261	1	45.0719			
567	SB0474	45193765	45194001	236	1	45.1938			
568	SB0475	45887945	45888080	135	1	45.8879			
569	SB0476	46341358	46341653	295	1	46.3414			
570	SB0477	46723344	46723558	214	1	46.7233			
571	SB0478	46828621	46828832	211	1	46.8286			
572	SB0479	46916316	46916563	247	1	46.9163			
573	SB4854	47093859	47094136	277	1	47.0939			
574	SB0480	47110176	47110312	136	1	47.1102			
575	SB3472	47205803	47205993	190	1	47.2058			
576	SB0434	47350372	47350583	211	1	47.3504			
577	SB0481	47372059	47372203	144	1	47.3721			
578	SB0482	47374086	47374322	236	1	47.3741			
579	SB0483	47510299	47510442	143	1	47.5103			
580	SB0484	47571689	47571849	160	1	47.5717			
581	Xisep0421	48042545	48042981	436	1	48.0425			
582	Xiabtp087	48417163	48417399	236	1	48.4172			
583	SB0486	48418922	48419164	242	1	48.4189			
584	SB0487	48455943	48456170	227	1	48.4559			
585	SB0488	48459526	48459778	252	1	48.4595			
586	SB0489	48542876	48543067	191	1	48.5429			
587	SB0490	48633173	48633344	171	1	48.6332			
588	SB0491	48744282	48744509	227	1	48.7443			
589	SB0492	48787943	48788159	216	1	48.7879			
590	SB0493	48800803	48800983	180	1	48.8008			
591	SB0494	48904768	48905065	297	1	48.9048			
592	SB0495	48991653	48991943	290	1	48.9917			
593	SB0496	49110543	49110814	271	1	49.1105			
594	SB0497	49111391	49111645	254	1	49.1114			
595	SB0498	49231995	49232179	184	1	49.2320			
596	SB0499	49234669	49234901	232	1	49.2347			
597	SB0500	49235987	49236203	216	1	49.2360			
598	SB0501	49241089	49241375	286	1	49.2411			
599	SB0502	49292516	49292786	270	1	49.2925			
600	SB0503	49342387	49342668	281	1	49.3424			
601	Xiabtp056	49348346	49348462	116	1	49.3483			
602	SB0504	49348512	49348724	212	1	49.3485			
603	SB0505	49357711	49357998	287	1	49.3577			
604	SB0506	49442494	49442730	236	1	49.4425			
605	SB0507	49447152	49447376	224	1	49.4472			
606	SB0508	49455297	49455504	207	1	49.4553			
607	SB0509	49581999	49582202	203	1	49.5820			
608	SB0510	49643864	49644094	230	1	49.6439			
609	SB0511	49893284	49893579	295	1	49.8933			
610	SB0512	49903779	49903910	131	1	49.9038			
611	SB0513	49912840	49913007	167	1	49.9128			
612	SB0514	50029946	50030177	231	1	50.0299			
613	SRSC10_023	50114026	50115540	1514	1	50.1140			
614	SRSC10_010	50126105	50126803	698	1	50.1261			
615	Xtxp329	50132497	50132658	161	1	50.1325			
616	Xisep1046	50249396	50249598	202	1	50.2494		Overlap with SB0515	
617	SB0515	50249528	50249738	210	1	50.2495		Overlap with Xisep1046	
618	SB0516	50267628	50267852	224	1	50.2676		Overlap with Xtxp043	
619	Xtxp043	50267690	50267860	170	1	50.2677		Overlap with SB0516	
620	SB0517	50300892	50301148	256	1	50.3009			
621	SB0518	50460878	50461120	242	1	50.4609			
622	SB0519	50471186	50471481	295	1	50.4712			
623	PRSC10_066	50496670	50497054	384	1	50.4967			
624	SB3439	50546169	50546407	238	1	50.5462			
625	Xiabtp034	50579202	50579478	276	1	50.5792			
626	SB0520	50616496	50616747	251	1	50.6165			
627	Xiabtp450	50672544	50672768	224	1	50.6725			
628	Xtxp088	50709458	50709601	143	1	50.7095			
629	Xtxp149	50711084	50711252	168	1	50.7111			
630	SB0521	50760690	50760891	201	1	50.7607			
631	SB0522	50860866	50861140	274	1	50.8609			
632	SB0523	50948396	50948675	279	1	50.9484			
633	SB0524	50954601	50954852	251	1	50.9546			
634	Xiabtp054	50956532	50956829	297	1	50.9565			
635	SB0525	51056320	51056443	123	1	51.0563			
636	Xisep1035	51067960	51068110	150	1	51.0680			
637	SB0526	51250146	51250417	271	1	51.2501			
638	SB0527	51251864	51252055	191	1	51.2519			
639	SB0528	51277436	51277648	212	1	51.2774			
640	Xiabtp173	51374811	51375059	248	1	51.3748			
641	SB0529	51525516	51525757	241	1	51.5255			
642	SB0530	51574888	51575059	171	1	51.5749			
643	SB0531	51722802	51723007	205	1	51.7228			
644	SB0532	51730927	51731162	235	1	51.7309			
645	SB0533	51743805	51744005	200	1	51.7438			
646	SB0534	51772878	51773175	297	1	51.7729			
647	SB0535	51782676	51782961	285	1	51.7827			
648	SB0536	51783105	51783335	230	1	51.7831			
649	SB0537	51805815	51806017	202	1	51.8058			
650	SB0538	51855961	51856256	295	1	51.8560			
651	SRSC10_001	51878467	51879138	671	1	51.8785			
652	SB0539	51906418	51906680	262	1	51.9064			
653	Xisep1024	52056596	52056795	199	1	52.0566			
654	Xisep1028	52057400	52057599	199	1	52.0574			
655	SB1168	52150980	52151192	212	1	52.1510			
656	SB0541	52164098	52164366	268	1	52.1641			
657	SB0542	52271416	52271649	233	1	52.2714			
658	SB0543	52277277	52277539	262	1	52.2773			
659	SB0544	52327114	52327381	267	1	52.3271			
660	SB0545	52366091	52366376	285	1	52.3661			
661	SRSC10_005	52368285	52368740	455	1	52.3683			
662	SB0546	52377955	52378241	286	1	52.3780			
663	SB0547	52444947	52445157	210	1	52.4449			
664	Xiabtp085	52454378	52454622	244	1	52.4544			
665	SB0548	52587299	52587399	100	1	52.5873			
666	SB0549	52646633	52646923	290	1	52.6466			
667	SB0550	52771383	52771650	267	1	52.7714			
668	SB4046	52806341	52806491	150	1	52.8063			
669	SB0551	52812804	52813012	208	1	52.8128			
670	SB0552	52864605	52864706	101	1	52.8646			
671	SB0553	52866552	52866802	250	1	52.8666			
672	SB0554	52986867	52987118	251	1	52.9869			
673	Xtxp011	53020997	53021078	81	1	53.0210			
674	SB0556	53077078	53077302	224	1	53.0771			
675	SB0557	53252738	53253034	296	1	53.2527			
676	SB0558	53257903	53258101	198	1	53.2579			
677	SB0559	53340928	53341167	239	1	53.3409			
678	SB0560	53344872	53345146	274	1	53.3449			
679	SB0561	53349817	53350040	223	1	53.3498			
680	SB0563	53391278	53391475	197	1	53.3913			
681	Xisep1034	53588096	53588285	189	1	53.5881			
682	SB0564	53695618	53695882	264	1	53.6956			
683	SB0565	53736175	53736417	242	1	53.7362			
684	SB0566	53952241	53952410	169	1	53.9522			
685	SB0567	54151718	54151962	244	1	54.1517			
686	SB0569	54331724	54331884	160	1	54.3317			
687	Xisep0735	54426061	54426275	214	1	54.4261			
688	Xisep0749	54474200	54474387	187	1	54.4742		Overlap with Xiabtp086	Same as Xiabtp086
689	Xiabtp086	54474200	54474387	187	1	54.4742		Overlap with Xisep0749	Same as Xisep0749
690	SB0570	54500648	54500814	166	1	54.5006			
691	SB0571	54502517	54502754	237	1	54.5025		Overlap with Xiabtp121	
692	Xiabtp121	54502542	54502791	249	1	54.5025		Overlap with SB0571	
693	SB0572	54511669	54511966	297	1	54.5117			
694	SB0573	54605317	54605495	178	1	54.6053			
695	Xisep0321	54657493	54657682	189	1	54.6575			
696	SB0575	54707524	54707814	290	1	54.7075			
697	SB0576	54752501	54752736	235	1	54.7525			
698	SB0577	54773232	54773417	185	1	54.7732			
699	SB0578	54781954	54782191	237	1	54.7820			
700	SB0579	54852173	54852454	281	1	54.8522			
701	SB0581	54947042	54947336	294	1	54.9470			
702	SB0582	55098010	55098252	242	1	55.0980			
703	Xtxp037	55123797	55123984	187	1	55.1238			
704	SB0583	55132564	55132728	164	1	55.1326			
705	SB0584	55156408	55156608	200	1	55.1564			
706	SB0585	55259442	55259638	196	1	55.2594			
707	SB0587	55373158	55373320	162	1	55.3732			
708	Xiabtp040	55474064	55474236	172	1	55.4741			
709	SB0588	55584475	55584631	156	1	55.5845			
710	SB0589	55665773	55666061	288	1	55.6658			
711	SB0590	55675195	55675440	245	1	55.6752			
712	SB0591	55724333	55724481	148	1	55.7243			
713	SB0592	55775261	55775551	290	1	55.7753			
714	SB0593	55779230	55779427	197	1	55.7792			
715	SB0594	55780079	55780313	234	1	55.7801	2 SSRs including that detected by Xtxp085	Overlap with Xtxp085	
716	Xtxp085	55780090	55780246	156	1	55.7801	SSR segment included in SB0594	Overlap with SB0594	
717	Xtxp335	55812264	55812437	173	1	55.8123		Overlap with XmSbCIR231	
718	XmSbCIR231	55812340	55812486	146	1	55.8123		Overlap with Xtxp335	
719	SB0595	55885927	55886109	182	1	55.8859			
720	SB0596	56102156	56102340	184	1	56.1022			
721	SB0597	56245729	56245914	185	1	56.2457			
722	SB0598	56259523	56259776	253	1	56.2595			
723	SB0599	56326783	56327021	238	1	56.3268			
724	SB0600	56411342	56411628	286	1	56.4113			
725	SB0601	56416602	56416867	265	1	56.4166			
726	SB0602	56528219	56528492	273	1	56.5282			
727	SB0603	56687653	56687888	235	1	56.6877			
728	SB0604	56693273	56693565	292	1	56.6933			
729	SB0605	56715074	56715346	272	1	56.7151			
730	SB0607	56733575	56733833	258	1	56.7336			
731	SB0608	56776109	56776267	158	1	56.7761			
732	SB0609	56777733	56777969	236	1	56.7777			
733	SB0610	56918009	56918253	244	1	56.9180			
734	SB0611	56921539	56921707	168	1	56.9215			
735	SB0612	56930856	56930955	99	1	56.9309			
736	SB0613	56945273	56945479	206	1	56.9453			
737	SB0614	56996670	56996938	268	1	56.9967			
738	SB0615	57001799	57001921	122	1	57.0018			
739	SB0616	57063124	57063241	117	1	57.0631			
740	SB1161	57104634	57104933	299	1	57.1046			
741	SB0617	57149398	57149662	264	1	57.1494			
742	SB0618	57153613	57153825	212	1	57.1536			
743	SB0619	57155674	57155864	190	1	57.1557			
744	SB0620	57160903	57161123	220	1	57.1609			
745	SB0621	57241004	57241291	287	1	57.2410			
746	SB0622	57325374	57325666	292	1	57.3254			
747	SB0623	57326159	57326295	136	1	57.3262			
748	SB0624	57379955	57380152	197	1	57.3800			
749	XmSbCIR286	57452822	57452951	129	1	57.4528			
750	SB0625	57455598	57455836	238	1	57.4556			
751	SB0626	57569936	57570206	270	1	57.5699			
752	SB0627	57582302	57582489	187	1	57.5823			
753	SB0628	57635886	57636089	203	1	57.6359			
754	SB0629	57676254	57676412	158	1	57.6763			
755	SB0630	57754700	57754980	280	1	57.7547	2 SSRs including that detected by Xiabtp378	Overlap with Xiabtp378	
756	Xiabtp378	57754702	57754860	158	1	57.7547	SSR segment included in SB0630	Overlap with SB0630	
757	SB0632	57818830	57819122	292	1	57.8188			
758	SB0633	58092105	58092373	268	1	58.0921			
759	SB0634	58128166	58128395	229	1	58.1282			
760	SB0635	58130285	58130384	99	1	58.1303			
761	SB0636	58137176	58137375	199	1	58.1372			
762	SB0639	58268036	58268324	288	1	58.2680			
763	SB0641	58662798	58663061	263	1	58.6628			
764	SB0642	58685574	58685695	121	1	58.6856			
765	Xgap057	58781258	58781541	283	1	58.7813			
766	SB0644	58872721	58872989	268	1	58.8727			
767	Xisep0332	58905888	58906088	200	1	58.9059		Overlap with SB0645	
768	SB0645	58905965	58906231	266	1	58.9060		Overlap with Xisep0332	
769	SB0646	58916607	58916814	207	1	58.9166			
770	SB0647	58917747	58917882	135	1	58.9177			
771	SB0648	58932405	58932669	264	1	58.9324			
772	SB0650	59012471	59012681	210	1	59.0125			
773	SB0651	59139229	59139362	133	1	59.1392			
774	SB0652	59195943	59196231	288	1	59.1959			
775	SB0653	59237915	59238212	297	1	59.2379			
776	SB0654	59447334	59447598	264	1	59.4473			
777	SB0655	59450544	59450820	276	1	59.4505			
778	SB0656	59461510	59461808	298	1	59.4615			
779	SB0658	59522422	59522585	163	1	59.5224			
780	SB0660	59974551	59974849	298	1	59.9746			
781	SRSC3_001	60154150	60154682	532	1	60.1542			
782	Xisep1223	60231464	60231651	187	1	60.2315			
783	SB0661	60262802	60263093	291	1	60.2628			
784	SB0662	60340870	60341105	235	1	60.3409			
785	SB0663	60347329	60347543	214	1	60.3473		Overlap with Xiabtp210	
786	Xiabtp210	60347346	60347518	172	1	60.3473		Overlap with SB0663	
787	SB0664	60350789	60351076	287	1	60.3508			
788	SB0665	60393154	60393359	205	1	60.3932			
789	SB0666	60658291	60658578	287	1	60.6583			
790	SB0667	60665727	60665988	261	1	60.6657			
791	SB0668	60672835	60673124	289	1	60.6728			
792	SB0669	60678239	60678524	285	1	60.6782			
793	SB0670	60737875	60738022	147	1	60.7379			
794	SB0672	60810951	60811183	232	1	60.8110	2 SSRs including that detected by Xiabtp135	Overlap with Xiabtp135	
795	Xiabtp135	60810952	60811081	129	1	60.8110	SSR segment included in SB0672	Overlap with SB0672	
796	SB0673	60815573	60815867	294	1	60.8156			
797	>SbPhyB	60913050	60917670	4620	1	60.9131			
798	SB0675	61110663	61110871	208	1	61.1107			
799	SB0676	61185424	61185628	204	1	61.1854			
800	Xtxp279	61211445	61211720	275	1	61.2114			
801	SB0677	61218424	61218711	287	1	61.2184			
802	SB0678	61239623	61239856	233	1	61.2396			
803	SB0679	61272375	61272656	281	1	61.2724			
804	SB0680	61302079	61302274	195	1	61.3021			
805	SB0681	61383216	61383400	184	1	61.3832			
806	SB0683	61447695	61447906	211	1	61.4477			
807	>SbPR-10	61564458	61565083	625	1	61.5645			
808	SB0684	61612104	61612330	226	1	61.6121			
809	SB0685	61612659	61612906	247	1	61.6127			
810	Xisep0333	61649535	61649727	192	1	61.6495			
811	SB0686	61679975	61680266	291	1	61.6800			
812	SB0687	61940372	61940654	282	1	61.9404			
813	SB0688	61949644	61949802	158	1	61.9496			
814	Xiabtp213	61961702	61961994	292	1	61.9617		Overlap with SB0689	
815	SB0689	61961747	61961999	252	1	61.9617		Overlap with Xiabtp213	
816	SB0690	61965449	61965574	125	1	61.9654			
817	SB0692	61998123	61998395	272	1	61.9981			
818	SB0693	62029055	62029316	261	1	62.0291			
819	Xisep0326	62037363	62037667	304	1	62.0374			
820	Xtxp229	62074013	62074183	170	1	62.0740			
821	SB0694	62074789	62075026	237	1	62.0748			
822	SB0695	62143465	62143761	296	1	62.1435			
823	SB0696	62249870	62250136	266	1	62.2499			
824	SB0697	62316662	62316761	99	1	62.3167			
825	Xiabtp503	62391947	62392193	246	1	62.3919		Overlap with SB0698	
826	SB0698	62392111	62392404	293	1	62.3921		Overlap with Xiabtp503	
827	SB0701	62458829	62459066	237	1	62.4588			
828	SB0702	62554862	62555029	167	1	62.5549			
829	SB0704	62709298	62709579	281	1	62.7093			
830	SB0706	62803662	62803830	168	1	62.8037			
831	SB0707	62822688	62822979	291	1	62.8227			
832	Xcup60	63001240	63001391	151	1	63.0012			
833	SB0709	63105303	63105468	165	1	63.1053			
834	SB0710	63122214	63122318	104	1	63.1222			
835	SB0711	63145448	63145652	204	1	63.1454			
836	SB0712	63201478	63201651	173	1	63.2015			
837	SB0713	63216387	63216606	219	1	63.2164			
838	SB0714	63276265	63276510	245	1	63.2763			
839	SB0715	63340528	63340726	198	1	63.3405			
840	SB0716	63343568	63343788	220	1	63.3436			
841	SB0717	63405067	63405327	260	1	63.4051			
842	SB0718	63594497	63594749	252	1	63.5945			
843	Xisep0334	63676097	63676294	197	1	63.6761			
844	SB0719	63763522	63763649	127	1	63.7635			
845	SB0720	63801251	63801541	290	1	63.8013			
846	SB0721	63837638	63837853	215	1	63.8376		Overlap with Xgap036	
847	Xgap036	63837774	63837943	169	1	63.8378		Overlap with SB0721	
848	SB0722	63945212	63945456	244	1	63.9452			
849	SB0723	63957294	63957506	212	1	63.9573			
850	SB0724	63962210	63962457	247	1	63.9622			
851	SB0725	63988866	63989090	224	1	63.9889			
852	SB0726	64001464	64001689	225	1	64.0015			
853	SB0727	64124757	64124969	212	1	64.1248			
854	SB0728	64170814	64171076	262	1	64.1708			
855	Xiabtp451	64226642	64226908	266	1	64.2266		Overlap with XmSbCIR336	
856	XmSbCIR336	64226786	64226967	181	1	64.2268		Overlap with Xiabtp451	
857	Xisep0302	64382625	64382828	203	1	64.3826			
858	Xiabtp299	64545706	64545895	189	1	64.5457			
859	SB0729	64573099	64573268	169	1	64.5731			
860	SB0466	64574409	64574591	182	1	64.5744			
861	SB0730	64590309	64590562	253	1	64.5903			
862	SB0731	64604696	64604925	229	1	64.6047			
863	SB0732	64605736	64606001	265	1	64.6057			
864	Xisep0331	64647422	64647606	184	1	64.6474			
865	SB0733	64758022	64758208	186	1	64.7580			
866	SB0735	64829619	64829897	278	1	64.8296			
867	SB0737	64934128	64934386	258	1	64.9341			
868	SB0738	65080102	65080306	204	1	65.0801			
869	Xtxp522	65084496	65084669	173	1	65.0845			
870	Xtxp284	65148753	65148971	218	1	65.1488			
871	SB0739	65155678	65155900	222	1	65.1557			
872	SB0740	65158743	65158956	213	1	65.1587			
873	SB0741	65160371	65160664	293	1	65.1604			
874	SB0742	65196394	65196609	215	1	65.1964			
875	SB0743	65208557	65208729	172	1	65.2086			
876	SB0744	65216144	65216385	241	1	65.2161			
877	SB0745	65257044	65257304	260	1	65.2570			
878	SB0746	65259831	65260017	186	1	65.2598			
879	SB0748	65351770	65351883	113	1	65.3518			
880	SB0749	65361665	65361849	184	1	65.3617			
881	SB0750	65501946	65502167	221	1	65.5019			
882	SB0751	65541511	65541746	235	1	65.5415			
883	SB0752	65547032	65547261	229	1	65.5470			
884	SB0753	65662087	65662323	236	1	65.6621			
885	SRSC3_013	65715419	65716481	1062	1	65.7154			
886	Xiabtp179	65747423	65747605	182	1	65.7474			
887	SB0754	65854714	65855010	296	1	65.8547			
888	Xiabtp209	65857077	65857342	265	1	65.8571			
889	SB0755	65998917	65999141	224	1	65.9989			
890	SB0756	66017481	66017713	232	1	66.0175			
891	SB0757	66035599	66035879	280	1	66.0356			
892	SB0758	66082551	66082800	249	1	66.0826			
893	SB0760	66097350	66097490	140	1	66.0974			
894	SB0761	66099867	66100149	282	1	66.0999			
895	SB0762	66105352	66105604	252	1	66.1054			
896	SB0763	66160690	66160987	297	1	66.1607			
897	SB0764	66212047	66212290	243	1	66.2120			
898	SB0765	66287901	66288153	252	1	66.2879			
899	SB0766	66365295	66365567	272	1	66.3653			
900	SB0767	66442544	66442833	289	1	66.4425			
901	SB0768	66503902	66504132	230	1	66.5039			
902	SB0769	66528331	66528492	161	1	66.5283			
903	SB0770	66634999	66635272	273	1	66.6350			
904	SB0772	66640230	66640428	198	1	66.6402			
905	SB0773	66695933	66696055	122	1	66.6959			
906	SB0774	66748563	66748839	276	1	66.7486			
907	SB0775	66749921	66750166	245	1	66.7499			
908	SB0776	66754786	66754923	137	1	66.7548			
909	SB0777	66770296	66770518	222	1	66.7703			
910	SRSC3_006	66846526	66847770	1244	1	66.8465			
911	SB0778	66852539	66852834	295	1	66.8525			
912	Xcup44	66875941	66876158	217	1	66.8759			
913	SB0779	66893355	66893587	232	1	66.8934			
914	SB0780	66957862	66958072	210	1	66.9579			
